loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
24000,24000,24000,60 months,0.0881,496,A,A5,Assistant Administrator,5 years,MORTGAGE,70000,Source Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.2340,972.97,E,E1,Regional Sales Manager,2 years,RENT,85000,Verified,Dec-18,Current,n,credit_card
4400,4400,4375,36 months,0.0646,134.78,A,A1,Lead Teacher,4 years,RENT,58000,Not Verified,Dec-18,Current,n,debt_consolidation
28000,28000,28000,36 months,0.1072,912.98,B,B2,Dump truck drivers ,4 years,RENT,65000,Source Verified,Dec-18,Current,n,credit_card
14700,14700,14700,60 months,0.2089,396.78,D,D4,,n/a,OWN,10000,Verified,Dec-18,Current,n,debt_consolidation
37900,37900,37900,36 months,0.0819,1190.98,A,A4,owner/managing director,4 years,MORTGAGE,103032,Source Verified,Dec-18,Current,n,credit_card
4800,4800,4800,36 months,0.0881,152.22,A,A5,Legal Assistant,10+ years,MORTGAGE,62000,Source Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.1131,394.63,B,B3,production worker,1 year,OWN,45000,Not Verified,Dec-18,Current,n,credit_card
1300,1300,1300,36 months,0.1298,43.79,B,B5,,n/a,OWN,53796,Not Verified,Dec-18,Current,n,house
6000,6000,6000,36 months,0.0756,186.81,A,A3,Entity CFO,5 years,RENT,222000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.1033,486.34,B,B1,Project accountant ,3 years,MORTGAGE,135000,Not Verified,Dec-18,Current,n,debt_consolidation
2800,2800,2800,36 months,0.1131,92.09,B,B3,Science Advisor,6 years,MORTGAGE,51000,Source Verified,Dec-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.0819,219.97,A,A4,Patrol deputy,10+ years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,credit_card
29350,29350,29350,60 months,0.1894,760.39,D,D2,Administrative Assistant,5 years,MORTGAGE,165000,Not Verified,Dec-18,Current,n,moving
16000,16000,16000,60 months,0.1502,380.81,C,C3,UPS Package Car Driver,10+ years,RENT,105000,Not Verified,Dec-18,Current,n,debt_consolidation
9400,9400,9400,36 months,0.1072,306.5,B,B2,Machinist,3 years,RENT,45000,Source Verified,Dec-18,Current,n,car
35000,35000,35000,60 months,0.1033,749.35,B,B1,Maintenance Truckdriver,5 years,RENT,95000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1614,487.86,C,C4,,n/a,OWN,75000,Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.0881,619.99,A,A5,Registered Nurse,10+ years,OWN,87000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1447,705.38,C,C2,Sergeant First Class,10+ years,RENT,75000,Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1180,662.38,B,B4,Office operations specialist,3 years,RENT,46000,Verified,Dec-18,Current,n,debt_consolidation
1600,1600,1600,36 months,0.0756,49.82,A,A3,Patient Care Assistant,2 years,RENT,26000,Not Verified,Dec-18,Current,n,credit_card
13000,13000,13000,36 months,0.0702,401.53,A,A2,Owner/General Manager ,3 years,RENT,107000,Source Verified,Dec-18,Fully Paid,n,credit_card
12000,12000,12000,36 months,0.0756,373.61,A,A3,Truck Unloader,6 years,MORTGAGE,41000,Not Verified,Dec-18,Current,n,major_purchase
10000,10000,10000,36 months,0.2340,389.19,E,E1,Associate Director of Development,1 year,MORTGAGE,73000,Source Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0819,471.37,A,A4,,n/a,RENT,71000,Verified,Dec-18,Current,n,credit_card
28000,28000,28000,60 months,0.1614,683,C,C4,Bus Operator,5 years,MORTGAGE,52000,Verified,Dec-18,Current,n,debt_consolidation
4400,4400,4400,36 months,0.2089,165.53,D,D4,,n/a,MORTGAGE,48000,Source Verified,Dec-18,Current,n,home_improvement
5500,5500,5500,36 months,0.1131,180.88,B,B3,,n/a,MORTGAGE,30000,Not Verified,Dec-18,Fully Paid,n,car
16000,16000,16000,36 months,0.1356,543.43,C,C1,Sr. Accountant,2 years,RENT,78000,Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0881,317.12,A,A5,"associate manager, marketing",4 years,RENT,80000,Not Verified,Dec-18,Current,n,moving
12000,12000,12000,60 months,0.1992,317.4,D,D3,,< 1 year,MORTGAGE,7500,Not Verified,Dec-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.1447,447.29,C,C2,HIM Coordinator,7 years,MORTGAGE,33000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.1502,285.61,C,C3,Senior Editorial Assistant,10+ years,RENT,96800,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,60 months,0.1691,620.11,C,C5,Senior Radiological Controls Technician,5 years,MORTGAGE,120000,Verified,Dec-18,Current,n,other
20000,20000,20000,36 months,0.0756,622.68,A,A3,Paramedic ,3 years,RENT,35000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.1797,903.44,D,D1,CorporateSecurity,2 years,MORTGAGE,99000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,Teacher,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0702,308.87,A,A2,Dishwasher,2 years,RENT,18000,Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1180,331.19,B,B4,AP Associate,4 years,RENT,46800,Verified,Dec-18,Current,n,credit_card
3000,3000,2750,36 months,0.1033,97.27,B,B1,"AFE Mechanic, contractor",6 years,MORTGAGE,114000,Source Verified,Dec-18,Current,n,credit_card
35000,35000,35000,60 months,0.1691,868.15,C,C5,Commercial Banking Associate Senior,8 years,RENT,120000,Source Verified,Dec-18,Current,n,credit_card
31200,31200,31200,60 months,0.1691,773.9,C,C5,Data Migration Consultant,10+ years,OWN,91000,Source Verified,Dec-18,Current,n,debt_consolidation
11200,11200,11200,60 months,0.1180,248.01,B,B4,supervisor,10+ years,MORTGAGE,67000,Verified,Dec-18,Current,n,credit_card
12000,12000,12000,36 months,0.0881,380.54,A,A5,Teacher,10+ years,MORTGAGE,50000,Source Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0702,1235.45,A,A2,Lead Consultant,4 years,MORTGAGE,155000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.0819,611.03,A,A4,Package car driver,4 years,MORTGAGE,100000,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.0819,814.7,A,A4,Procurement Director,10+ years,MORTGAGE,160000,Verified,Dec-18,Current,n,credit_card
16000,16000,16000,60 months,0.0819,325.88,A,A4,Systems Administrator,10+ years,MORTGAGE,153000,Not Verified,Dec-18,Fully Paid,n,credit_card
12000,12000,12000,36 months,0.1180,397.43,B,B4,Clinical Team Leader,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0881,507.39,A,A5,REGIONAL COUNSELOR ,10+ years,MORTGAGE,81300,Not Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.1797,234.9,D,D1,Labor Steward,1 year,OWN,38138,Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,36 months,0.1894,732.52,D,D2,Owner,10+ years,RENT,90000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0881,317.12,A,A5,HR Manager,10+ years,MORTGAGE,60000,Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0881,951.35,A,A5,Service Director and building and zoning,10+ years,MORTGAGE,117000,Source Verified,Dec-18,Current,n,debt_consolidation
25600,25600,25600,36 months,0.2089,963.04,D,D4,teacher,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1447,516.1,C,C2,Office manager/ CPC,10+ years,OWN,45000,Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.2235,417.28,D,D5,Clinical Support Specialist,3 years,RENT,46000,Verified,Dec-18,Current,n,debt_consolidation
23000,23000,23000,36 months,0.1356,781.18,C,C1,Training coordinator ,2 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,credit_card
3025,3025,3025,36 months,0.1131,99.48,B,B3,,< 1 year,MORTGAGE,40000,Not Verified,Dec-18,Current,n,home_improvement
20000,20000,20000,60 months,0.0819,407.35,A,A4,Maintenance Planner,10+ years,MORTGAGE,105000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.1072,260.86,B,B2,Associate,1 year,OWN,20000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.0881,634.23,A,A5,lineman,1 year,MORTGAGE,100000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0646,612.62,A,A1,,< 1 year,OWN,120000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1614,487.86,C,C4,,n/a,RENT,55000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.1180,1324.76,B,B4,Consultant,5 years,RENT,60000,Verified,Dec-18,Current,n,house
25000,25000,25000,60 months,0.1691,620.11,C,C5,,n/a,RENT,36000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.0756,124.54,A,A3,Admin,10+ years,MORTGAGE,43000,Source Verified,Dec-18,Current,n,home_improvement
22000,22000,22000,60 months,0.1502,523.61,C,C3,Deputy,10+ years,OWN,105000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1447,235.13,C,C2,Courier,2 years,OWN,37000,Source Verified,Dec-18,Current,n,other
40000,40000,40000,60 months,0.2534,1182.04,E,E3,Sales,2 years,MORTGAGE,40000,Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.1131,279.53,B,B3,Pest Control Technician ,2 years,RENT,42000,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1356,552.98,C,C1,Owner,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.0881,126.85,A,A5,Manager ,1 year,RENT,20000,Source Verified,Dec-18,Current,n,credit_card
18000,18000,18000,60 months,0.2534,531.92,E,E3,Loan consultant,< 1 year,MORTGAGE,95000,Source Verified,Dec-18,Current,n,car
8000,8000,8000,36 months,0.1502,277.41,C,C3,Senior Manager,10+ years,MORTGAGE,158000,Verified,Dec-18,Current,n,other
13000,13000,13000,36 months,0.0756,404.74,A,A3,,< 1 year,RENT,99000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.1298,505.27,B,B5,Educator,4 years,RENT,55000,Source Verified,Dec-18,Current,n,credit_card
20000,20000,20000,36 months,0.1614,704.53,C,C4,,< 1 year,OWN,85000,Source Verified,Dec-18,Current,n,debt_consolidation
1400,1400,1400,36 months,0.0819,44,A,A4,auto technician,10+ years,RENT,35000,Not Verified,Dec-18,Current,n,car
20000,20000,20000,36 months,0.1033,648.45,B,B1,Sales Associate,3 years,RENT,32000,Not Verified,Dec-18,Current,n,debt_consolidation
26600,26600,26600,36 months,0.1502,922.36,C,C3,Vice President,1 year,MORTGAGE,221000,Source Verified,Dec-18,Current,n,debt_consolidation
5575,5575,5575,36 months,0.1072,181.79,B,B2,Rapid Rehousing Case Manager,2 years,RENT,40320,Source Verified,Dec-18,Current,n,car
16000,16000,16000,36 months,0.0646,490.1,A,A1,Project Manager Web Design,4 years,OWN,44000,Source Verified,Dec-18,Current,n,debt_consolidation
19000,19000,19000,36 months,0.0646,581.99,A,A1,,< 1 year,MORTGAGE,150000,Not Verified,Dec-18,Fully Paid,n,home_improvement
33600,33600,33600,60 months,0.1992,888.7,D,D3,Track Inspector ,10+ years,RENT,90000,Verified,Dec-18,Current,n,credit_card
7200,7200,7200,36 months,0.0702,222.39,A,A2,Customer Service Rep,3 years,RENT,52000,Not Verified,Dec-18,Current,n,credit_card
12000,12000,12000,60 months,0.1691,297.66,C,C5,receiver,4 years,RENT,33384,Not Verified,Dec-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.1447,292.46,C,C2,,3 years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1797,761.32,D,D1,Branch Manager,10+ years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,credit_card
22000,22000,22000,36 months,0.1033,713.3,B,B1,Sanitation Engineer,10+ years,RENT,58000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1502,357.01,C,C3,Teacher,10+ years,MORTGAGE,74000,Not Verified,Dec-18,Current,n,debt_consolidation
3200,3200,3200,36 months,0.1691,113.95,C,C5,Escrow Officer,3 years,MORTGAGE,68700,Not Verified,Dec-18,Current,n,car
13000,13000,13000,60 months,0.0819,264.78,A,A4,It Support,< 1 year,MORTGAGE,45000,Source Verified,Dec-18,Current,n,credit_card
4000,4000,4000,36 months,0.1797,144.55,D,D1,Practice performance specialist ,2 years,RENT,55000,Not Verified,Dec-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1180,531.45,B,B4,Electric Systems Associate ,10+ years,RENT,57948,Source Verified,Dec-18,Fully Paid,n,major_purchase
20000,20000,20000,36 months,0.0756,622.68,A,A3,Registered Nurse,10+ years,MORTGAGE,161000,Not Verified,Dec-18,Current,n,debt_consolidation
5500,5500,5500,36 months,0.1072,179.34,B,B2,Sergeant ,6 years,RENT,52000,Source Verified,Dec-18,Current,n,credit_card
21775,21775,21775,60 months,0.1033,466.2,B,B1,,< 1 year,MORTGAGE,540000,Source Verified,Dec-18,Current,n,credit_card
8000,8000,8000,36 months,0.1033,259.38,B,B1,,< 1 year,RENT,50000,Not Verified,Dec-18,Current,n,credit_card
15000,15000,15000,60 months,0.1298,341.15,B,B5,Associate Athletic Director ,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,60 months,0.1298,227.43,B,B5,Materials/Purchasing Manager,4 years,RENT,70000,Source Verified,Dec-18,Current,n,moving
8400,8400,8400,36 months,0.1447,289.02,C,C2,Teacher,10+ years,MORTGAGE,106000,Source Verified,Dec-18,Current,n,debt_consolidation
11000,11000,11000,36 months,0.0646,336.94,A,A1,Administrative Assistant,7 years,MORTGAGE,75000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
12000,12000,12000,36 months,0.0646,367.57,A,A1,Associate,< 1 year,RENT,100000,Source Verified,Dec-18,Current,n,debt_consolidation
10800,10800,10800,36 months,0.0646,330.82,A,A1,,n/a,RENT,27500,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1131,493.29,B,B3,Owner ,10+ years,RENT,120000,Source Verified,Dec-18,Current,n,debt_consolidation
7200,7200,7200,36 months,0.1180,238.46,B,B4,,n/a,MORTGAGE,57000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,36 months,0.0646,1225.24,A,A1,Lead,10+ years,MORTGAGE,155000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1614,352.27,C,C4,Regional Coordinator ,10+ years,MORTGAGE,40000,Source Verified,Dec-18,Fully Paid,n,debt_consolidation
26500,26500,26500,60 months,0.1797,672.5,D,D1,Compliance Officer,10+ years,MORTGAGE,82224,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0756,622.68,A,A3,Foreman,10+ years,MORTGAGE,81000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1033,324.23,B,B1,Director,4 years,RENT,153000,Not Verified,Dec-18,Current,n,credit_card
3000,3000,2975,36 months,0.0881,95.14,A,A5,Auto tech,4 years,OWN,27996,Source Verified,Dec-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1356,921.64,C,C1,Maintenance Welder,7 years,RENT,70000,Source Verified,Dec-18,Current,n,debt_consolidation
3500,3500,3500,36 months,0.0646,107.21,A,A1,Data Specialist,< 1 year,RENT,95000,Not Verified,Dec-18,Current,n,credit_card
25000,25000,25000,36 months,0.1502,866.88,C,C3,Registered nurse,< 1 year,OWN,58812,Source Verified,Dec-18,Current,n,debt_consolidation
6500,6500,6500,36 months,0.0756,202.37,A,A3,President ,10+ years,RENT,41000,Not Verified,Dec-18,Current,n,credit_card
12975,12975,12975,36 months,0.1797,468.89,D,D1,Assistant Administrator,4 years,MORTGAGE,50000,Verified,Dec-18,Current,n,credit_card
9000,9000,9000,36 months,0.0819,282.82,A,A4,Security Analyst,7 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1298,363.89,B,B5,Operator,10+ years,RENT,80000,Not Verified,Dec-18,Current,n,credit_card
9600,9600,9600,36 months,0.1797,346.92,D,D1,Data Analyst,10+ years,MORTGAGE,109000,Source Verified,Dec-18,Current,n,other
25000,25000,25000,36 months,0.1072,815.16,B,B2,Operation Manager,10+ years,RENT,110000,Not Verified,Dec-18,Current,n,debt_consolidation
8000,8000,8000,36 months,0.0881,253.7,A,A5,supervisor-inventory and training,10+ years,MORTGAGE,91000,Not Verified,Dec-18,Current,n,home_improvement
11000,11000,11000,36 months,0.1072,358.67,B,B2,Teacher,10+ years,OWN,48000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0819,314.25,A,A4,Customer Service Agent,10+ years,OWN,50000,Source Verified,Dec-18,Fully Paid,n,other
12000,12000,12000,60 months,0.1072,259.24,B,B2,,n/a,OWN,22000,Not Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.1072,864.13,B,B2,General manager,10+ years,MORTGAGE,125000,Source Verified,Dec-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.1691,160.24,C,C5,Sales consultant ,3 years,RENT,51000,Not Verified,Dec-18,Fully Paid,n,credit_card
36000,36000,36000,36 months,0.0702,1111.91,A,A2,,< 1 year,MORTGAGE,84629,Verified,Dec-18,Current,n,home_improvement
12000,12000,12000,36 months,0.0646,367.57,A,A1,Patient Relations Rep IV,10+ years,OWN,31000,Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1072,648.1,B,B2,Retail,2 years,OWN,45000,Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1298,682.29,B,B5,LVN,8 years,RENT,40000,Not Verified,Dec-18,Current,n,debt_consolidation
36600,36600,36600,36 months,0.0646,1121.09,A,A1,,< 1 year,MORTGAGE,98000,Source Verified,Dec-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1447,137.63,C,C2,Attendance Clerk,10+ years,RENT,20800,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1298,454.86,B,B5,CEO,1 year,MORTGAGE,135000,Not Verified,Dec-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0756,373.61,A,A3,Forman,5 years,MORTGAGE,75000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0756,311.34,A,A3,,n/a,MORTGAGE,50000,Source Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.1298,336.85,B,B5,Shop Superintendent ,10+ years,OWN,98000,Not Verified,Dec-18,Current,n,debt_consolidation
36000,36000,36000,60 months,0.1502,856.82,C,C3,Accountant/Manager,4 years,RENT,125000,Verified,Dec-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1894,219.76,D,D2,saleman,10+ years,MORTGAGE,84000,Source Verified,Dec-18,Current,n,debt_consolidation
2000,2000,2000,36 months,0.1502,69.36,C,C3,,n/a,RENT,23000,Verified,Dec-18,Current,n,other
10000,10000,10000,60 months,0.0819,203.68,A,A4,,n/a,OWN,31200,Verified,Dec-18,Current,n,major_purchase
2300,2300,2300,36 months,0.1797,83.12,D,D1,pit clerk,10+ years,OWN,36000,Not Verified,Dec-18,Current,n,vacation
20000,20000,20000,36 months,0.1033,648.45,B,B1,Truck driver,10+ years,OWN,95000,Not Verified,Dec-18,Current,n,credit_card
14500,14500,14500,60 months,0.1894,375.66,D,D2,teacher,10+ years,MORTGAGE,72000,Verified,Dec-18,Current,n,debt_consolidation
6200,6200,6200,36 months,0.1691,220.77,C,C5,truck driver,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.2235,973.64,D,D5,IT Security Specialst,2 years,RENT,120384,Source Verified,Dec-18,Current,n,house
10000,10000,10000,36 months,0.1131,328.86,B,B3,,< 1 year,RENT,40000,Not Verified,Dec-18,Current,n,debt_consolidation
5600,5600,5600,36 months,0.0881,177.59,A,A5,Dispatcher,10+ years,MORTGAGE,65500,Not Verified,Dec-18,Current,n,home_improvement
31000,31000,31000,60 months,0.1447,728.9,C,C2,,n/a,OWN,60000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1180,442.88,B,B4,Service Delivery Manager,< 1 year,RENT,150000,Source Verified,Dec-18,Current,n,debt_consolidation
9600,9600,9600,36 months,0.0646,294.06,A,A1,Product Director,1 year,MORTGAGE,190000,Source Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.0819,188.55,A,A4,,< 1 year,MORTGAGE,92000,Source Verified,Dec-18,Current,n,credit_card
30175,30175,30175,60 months,0.1033,646.05,B,B1,Delivery lead,6 years,RENT,130000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.2089,269.92,D,D4,Nursing Assistant,10+ years,RENT,65000,Source Verified,Dec-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1356,368.66,C,C1,Deputy County Attorney,2 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.2089,564.28,D,D4,Air Force ,4 years,OWN,32000,Source Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1033,642.3,B,B1,Lead Account Manager,7 years,RENT,94450,Source Verified,Dec-18,Current,n,debt_consolidation
19500,19500,19500,36 months,0.0881,618.38,A,A5,Paralegal,10+ years,MORTGAGE,57000,Source Verified,Dec-18,Current,n,credit_card
15000,15000,15000,36 months,0.1894,549.39,D,D2,School bus driver ,10+ years,RENT,67000,Source Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1614,704.53,C,C4,,n/a,RENT,38624,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1691,356.08,C,C5,,n/a,OWN,17000,Not Verified,Dec-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1894,518.16,D,D2,Owner,6 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.0756,778.35,A,A3,,n/a,MORTGAGE,84000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0881,158.56,A,A5,Field Superintendent,4 years,OWN,72000,Not Verified,Dec-18,Current,n,credit_card
10000,10000,10000,36 months,0.0756,311.34,A,A3,Police Officer,4 years,MORTGAGE,90000,Not Verified,Dec-18,Current,n,debt_consolidation
23000,23000,23000,36 months,0.0881,729.37,A,A5,Controller,5 years,MORTGAGE,155000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.2340,194.6,E,E1,Manager,2 years,OWN,97000,Source Verified,Dec-18,Current,n,small_business
8500,8500,8500,36 months,0.0819,267.11,A,A4,Teacher,4 years,MORTGAGE,48000,Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1180,221.44,B,B4,Teacher,10+ years,MORTGAGE,68500,Not Verified,Dec-18,Current,n,credit_card
30000,30000,30000,60 months,0.1033,642.3,B,B1,Executive Pastry Chef,1 year,MORTGAGE,92000,Not Verified,Dec-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1614,176.14,C,C4,Aircraft Mechanic,2 years,MORTGAGE,92000,Not Verified,Dec-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1298,568.58,B,B5,Property manager ,4 years,OWN,100000,Not Verified,Dec-18,Current,n,debt_consolidation
1500,1500,1500,36 months,0.1502,52.02,C,C3,Vice President-Sr. Client Associate,10+ years,RENT,85000,Verified,Dec-18,Fully Paid,n,major_purchase
30000,30000,30000,36 months,0.0756,934.02,A,A3,Teacher,10+ years,RENT,90000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1447,352.69,C,C2,Sr Services Technician,6 years,RENT,61000,Not Verified,Dec-18,Current,n,debt_consolidation
32000,32000,32000,36 months,0.0819,1005.58,A,A4,Controls Engineer,2 years,MORTGAGE,90000,Not Verified,Dec-18,Fully Paid,n,credit_card
10000,10000,10000,36 months,0.0819,314.25,A,A4,Supervisor,10+ years,MORTGAGE,25000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0646,459.47,A,A1,,n/a,OWN,100000,Not Verified,Dec-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1614,1056.79,C,C4,,n/a,OWN,55000,Not Verified,Dec-18,Current,n,credit_card
6000,6000,6000,36 months,0.0756,186.81,A,A3,Fabrication,9 years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0702,463.3,A,A2,Principal,10+ years,MORTGAGE,93000,Not Verified,Dec-18,Fully Paid,n,debt_consolidation
5000,5000,5000,36 months,0.0756,155.67,A,A3,,2 years,MORTGAGE,35000,Not Verified,Dec-18,Current,n,credit_card
5000,5000,5000,36 months,0.0756,155.67,A,A3,SALES,10+ years,OWN,18000,Not Verified,Dec-18,Current,n,home_improvement
19000,19000,19000,36 months,0.0646,581.99,A,A1,Senior Risk Management Specialist,10+ years,MORTGAGE,120000,Source Verified,Dec-18,Current,n,small_business
9200,9200,9200,36 months,0.1356,312.48,C,C1,Operations NCO,10+ years,RENT,89000,Not Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1894,259.08,D,D2,lineman,10+ years,RENT,96000,Source Verified,Dec-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.1356,230.41,C,C1,Customer service analyst ,3 years,RENT,45000,Source Verified,Dec-18,Current,n,other
15000,15000,15000,36 months,0.0881,475.68,A,A5,Dept Head,10+ years,OWN,32000,Not Verified,Dec-18,Current,n,credit_card
20000,20000,20000,60 months,0.1180,442.88,B,B4,Glazier ,4 years,OWN,60000,Source Verified,Dec-18,Current,n,debt_consolidation
16800,16800,16800,60 months,0.1797,426.34,D,D1,INTERNET MANAGER,8 years,MORTGAGE,80000,Source Verified,Dec-18,Current,n,debt_consolidation
16500,16500,16500,36 months,0.0646,505.41,A,A1,Longshoremen ,10+ years,OWN,45000,Source Verified,Dec-18,Current,n,credit_card
40000,40000,40000,60 months,0.1447,940.51,C,C2,Owner,10+ years,MORTGAGE,220000,Source Verified,Dec-18,Current,n,home_improvement
6500,6500,6500,36 months,0.1298,218.95,B,B5,Project Manager,9 years,MORTGAGE,72000,Source Verified,Dec-18,Current,n,home_improvement
7000,7000,7000,36 months,0.2340,272.43,E,E1,Component Engineer,3 years,MORTGAGE,220000,Source Verified,Dec-18,Current,n,debt_consolidation
2000,2000,2000,36 months,0.1131,65.78,B,B3,Utilization Managament Nurse Associate,10+ years,RENT,67000,Not Verified,Dec-18,Fully Paid,n,other
35000,35000,35000,60 months,0.1033,749.35,B,B1,Regional Director,10+ years,MORTGAGE,126000,Not Verified,Dec-18,Current,n,debt_consolidation
